,alias,categories,id,image_url,name,price,rating,review_count,transactions,url,long,lat,geometry,neighbourhood,price_int,chain,store_add1,store_add2,store_add3,store_zip_code
2349,starbucks-los-angeles-353,['coffee'],uRcc4SOAPdMlaPjhXfSPRQ,https://s3-media1.fl.yelpcdn.com/bphoto/kp4fdVDFQTrf4n9g41pZpw/o.jpg,Starbucks,$$$$,2.5,5,[],https://www.yelp.com/biz/starbucks-los-angeles-353?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39791,34.054942,POINT (-118.39791 34.054942),Pico-Robertson,4,TRUE,9616 W. Pico Blvd,,Ralph's - Los Angeles #198,90035
2351,supa-coffee-los-angeles,['coffee'],GFTkfkC3oTMrQCmwr0fBYQ,https://s3-media1.fl.yelpcdn.com/bphoto/qIsQXBl1T0B7jPxNwZOy0Q/o.jpg,Supa Coffee,$,4.5,76,[],https://www.yelp.com/biz/supa-coffee-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3837643,34.05536,POINT (-118.38376427423 34.05535999998811),Pico-Robertson,1,FALSE,1173 Robertson Blvd,,,90035
2354,starbucks-los-angeles-88,['coffee'],#NAME?,https://s3-media3.fl.yelpcdn.com/bphoto/tlJ6ZJYZd1vfOzQpiymV1w/o.jpg,Starbucks,$,3.5,108,[],https://www.yelp.com/biz/starbucks-los-angeles-88?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.383531,34.054901,POINT (-118.383531 34.054901),Pico-Robertson,1,TRUE,8783 West Pico Blvd,,,90035
2361,cafe-ruisseau-beverly-hills,"['coffee', 'bakeries']",8clPLYWngxiar8Z00AJfsQ,,Cafe Ruisseau,,5,1,[],https://www.yelp.com/biz/cafe-ruisseau-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.37015,34.06355,POINT (-118.37015 34.06355),Carthay,,FALSE,6500 Wilshire Blvd,Ste 130,,90048
2369,fairgrounds-coffee-and-tea-los-angeles-4,['coffee'],hERxbudMM_AjSfrDiaMowA,https://s3-media2.fl.yelpcdn.com/bphoto/ZkUehuQR9xSIVEev4NuOlA/o.jpg,Fairgrounds Coffee and Tea,$$,4.5,43,[],https://www.yelp.com/biz/fairgrounds-coffee-and-tea-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.26785,34.05181,POINT (-118.26785 34.05181),Westlake,2,FALSE,1256 W 7th St,,,90017
2370,sd-coffee-los-angeles,"['coffee', 'donuts', 'sandwiches']",I1bSdaNyD3AZMBeZu3zDaQ,https://s3-media2.fl.yelpcdn.com/bphoto/MCAYs0dC4RVX1uWKLclgyw/o.jpg,SD Coffee,$,4.5,11,[],https://www.yelp.com/biz/sd-coffee-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2693399,34.0569287,POINT (-118.2693399 34.0569287),Westlake,1,FALSE,1606 W 6th St,,,90017
2371,starbucks-los-angeles-453,['coffee'],PN_vZL9EVD11r0CRa_DwsA,https://s3-media2.fl.yelpcdn.com/bphoto/hI3--4CQRGmdacf5vWrZ2Q/o.jpg,Starbucks,$$,4,21,[],https://www.yelp.com/biz/starbucks-los-angeles-453?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.262922,34.05421,POINT (-118.262922 34.05421),Westlake,2,TRUE,1120 W. 6th St.,102,,90017
2372,starbucks-los-angeles-66,['coffee'],vxmZExbOHXwcCm9P7Pg3gA,https://s3-media1.fl.yelpcdn.com/bphoto/M1MWUgi55iq_JMjw86XdDA/o.jpg,Starbucks,$,3.5,123,[],https://www.yelp.com/biz/starbucks-los-angeles-66?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.263282,34.052086,POINT (-118.263282 34.052086),Westlake,1,TRUE,1090 Wilshire Blvd.,,,90017
2373,jolt-bar-cafe-los-angeles,['coffee'],0y_rU2iTTtJTMzRhMUoRWA,,Jolt-Bar Cafe,$$,5,2,[],https://www.yelp.com/biz/jolt-bar-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.26332,34.05091,POINT (-118.26332 34.05090999999999),Westlake,2,FALSE,1055 W 7th St,,,90017
2377,palms-cafe-los-angeles,['coffee'],a0MGmsKS4sg7L2fPMwuwwg,,Palms Cafe,,3.5,2,[],https://www.yelp.com/biz/palms-cafe-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.26332,34.05091,POINT (-118.26332 34.05090999999999),Westlake,,FALSE,1055 W 7th St,,,90017
2378,brasil-kiss-coffeebar-los-angeles-3,"['coffee', 'brazilian', 'breakfast_brunch']",ABr1g2u9p-H-coNgwpHkUg,https://s3-media1.fl.yelpcdn.com/bphoto/6cw1NcouTARl5pK_mqSRhQ/o.jpg,Brasil Kiss Coffeebar,$,4,221,"['pickup', 'delivery']",https://www.yelp.com/biz/brasil-kiss-coffeebar-los-angeles-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2626632,34.05196907,POINT (-118.262663157451 34.0519690715975),Westlake,1,FALSE,1010 Wilshire Blvd,,,90017
2379,space-e-um-cafe-los-angeles-2,['coffee'],Cunkv-IdDm-akb0ZjJ3RkQ,https://s3-media3.fl.yelpcdn.com/bphoto/dYDrfZhlX3s6bcaqLuBm-Q/o.jpg,Space E.Um Cafe,$,4.5,254,[],https://www.yelp.com/biz/space-e-um-cafe-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2870598,34.06160127,POINT (-118.287059765609 34.0616012726842),Westlake,1,FALSE,3020 Wilshire Blvd,Ste 100,,90010
2380,starbucks-los-angeles-398,['coffee'],kIEkJIKyy6G_j8mMN8wzTQ,https://s3-media3.fl.yelpcdn.com/bphoto/ep_B07ws36Hq_6kBnQ5ANA/o.jpg,Starbucks,$,3,59,[],https://www.yelp.com/biz/starbucks-los-angeles-398?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.284002,34.06381,POINT (-118.284002 34.06381),Westlake,1,TRUE,534 S. Occidental,,,90057
2381,starbucks-los-angeles-478,['coffee'],6QzgXkrfuJEViRfCd5b9uw,https://s3-media2.fl.yelpcdn.com/bphoto/Spabs0rOv1nOYw5vRdG9CA/o.jpg,Starbucks,,2.5,8,[],https://www.yelp.com/biz/starbucks-los-angeles-478?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.285856,34.063546,POINT (-118.285856 34.063546),Westlake,,TRUE,620 S. Virgil Ave.,,Target,90020
2385,starbucks-los-angeles-503,['coffee'],lp4XK1BEqpyv4fuvWZAEsA,https://s3-media1.fl.yelpcdn.com/bphoto/vwEgOtdTjGY5-m1Dmxp8FA/o.jpg,Starbucks,,3,25,[],https://www.yelp.com/biz/starbucks-los-angeles-503?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.2722359,34.0633991,POINT (-118.2722359 34.06339910000001),Westlake,,TRUE,230 S Alvarado,,,90057
2386,nissi-bakery-and-cafÃ©-los-angeles,"['coffee', 'bakeries', 'sandwiches']",JVh2156b4pYWfC7Nxf3QWg,https://s3-media2.fl.yelpcdn.com/bphoto/lNVXIgjcDPSHhHfyxUZffg/o.jpg,Nissi Bakery & CafÃ©,,2.5,3,[],https://www.yelp.com/biz/nissi-bakery-and-caf%C3%A9-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.2681149,34.06532692,POINT (-118.268114907335 34.0653269166876),Westlake,,FALSE,1900 Beverly Blvd,Ste A,,90057
2388,winchells-donuts-los-angeles-23,"['coffee', 'donuts', 'sandwiches']",fhQfTJ43ayugNhtkJUWsBw,https://s3-media2.fl.yelpcdn.com/bphoto/s1HCE8Xm3C9_8lMoHBzSUw/o.jpg,Winchell's Donuts,$,3,20,[],https://www.yelp.com/biz/winchells-donuts-los-angeles-23?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.27077,34.06653,POINT (-118.27077 34.06653),Westlake,1,TRUE,2100 Beverly Blvd,,,90057
2389,marengo-grill-and-coffee-house-los-angeles-2,['coffee'],Pig1azcaAT3Jo601Jjp-kg,,Marengo Grill & Coffee House,$,2.5,3,[],https://www.yelp.com/biz/marengo-grill-and-coffee-house-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.26351,34.06327,POINT (-118.26351 34.06327),Westlake,1,FALSE,1606 Beverly Blvd,,,90026
2390,tactile-coffee-los-angeles-3,"['coffee', 'sandwiches']",jTa-jYqtV94gPv2shJ1sEg,https://s3-media2.fl.yelpcdn.com/bphoto/J-iW-5g5fnhVsmZxYIHZ6w/o.jpg,Tactile Coffee,$,5,89,[],https://www.yelp.com/biz/tactile-coffee-los-angeles-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.28234,34.07222,POINT (-118.28234 34.07222),Westlake,1,FALSE,3109 Beverly Blvd,,,90057
2391,porridge-and-puffs-los-angeles-2,"['coffee', 'breakfast_brunch']",M2AP-VzS1ULuozYrGNtj3g,https://s3-media2.fl.yelpcdn.com/bphoto/R-pV5kxEdE22A6XDtaouaw/o.jpg,Porridge and Puffs,$$,4.5,89,[],https://www.yelp.com/biz/porridge-and-puffs-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2795857,34.0709245,POINT (-118.279585696398 34.0709245028122),Westlake,2,FALSE,2801 Beverly Blvd,,,90057
2392,drink-houz-los-angeles,"['coffee', 'juicebars', 'breakfast_brunch']",LXZh0WKlIc8GMMsd_XrWEA,https://s3-media2.fl.yelpcdn.com/bphoto/TaTdzOJxYlOMX1A8B-iOWg/o.jpg,Drink Houz,$$,4.5,129,"['delivery', 'pickup']",https://www.yelp.com/biz/drink-houz-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2814473,34.0755378,POINT (-118.2814473 34.0755378),Westlake,2,FALSE,3231 W Temple St,,,90026
2396,doubting-thomas-los-angeles-4,"['coffee', 'breakfast_brunch', 'coffeeroasteries']",8zuw4OVrmrsa4KApcp2edA,https://s3-media2.fl.yelpcdn.com/bphoto/pUuYIQf9727vcm76CoNSVQ/o.jpg,Doubting Thomas,$$,4.5,162,['pickup'],https://www.yelp.com/biz/doubting-thomas-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2731997,34.07182732,POINT (-118.273199664306 34.0718273195023),Westlake,2,FALSE,2510 W Temple St,,,90026
2407,starbucks-pomona-2,['coffee'],8qpXQKw6tearMCZEMAXp8A,https://s3-media2.fl.yelpcdn.com/bphoto/Fn5XydXYAgRDILLns3qF7Q/o.jpg,Starbucks,$,3,71,[],https://www.yelp.com/biz/starbucks-pomona-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.8213793,34.05757127,POINT (-117.8213793 34.05757127),Ramona,1,TRUE,3801 West Temple Ave,,Cal Poly Pomona Library,91768
2411,starbucks-beverly-hills-11,['coffee'],hK68zFka1b4QEpWG62MY_A,https://s3-media4.fl.yelpcdn.com/bphoto/PeNX24UXI0waVgkMVUGShg/o.jpg,Starbucks,$$,3.5,46,[],https://www.yelp.com/biz/starbucks-beverly-hills-11?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.410275,34.066695,POINT (-118.410275 34.066695),Beverly Hills,2,TRUE,9811 S. Santa Monica Blvd,,,90210
2412,caffe-dellarte-beverly-hills,"['coffee', 'sandwiches', 'burgers']",XNkMk2hgyfOtCCUih5dYLg,https://s3-media3.fl.yelpcdn.com/bphoto/srhy5-RTXfPSaFz0mAPssw/o.jpg,Caffe Dell'arte,$,4.5,56,[],https://www.yelp.com/biz/caffe-dellarte-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4053523,34.0684336,POINT (-118.4053523 34.0684336),Beverly Hills,1,FALSE,428 N Bedford Dr,,,90210
2413,coffee-seletto-beverly-hills,"['coffee', 'breakfast_brunch', 'sandwiches']",uO3Cxe4yYWsKQP9HZ3KQnQ,https://s3-media3.fl.yelpcdn.com/bphoto/NaYD3ebpjpX_38-j-rXx5g/o.jpg,Coffee Seletto,$,4,11,[],https://www.yelp.com/biz/coffee-seletto-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4047436,34.0694948,POINT (-118.4047436 34.06949479999999),Beverly Hills,1,FALSE,434 N Camden Dr,,,90210
2414,splurge-beverly-hills,"['coffee', 'sandwiches', 'delis']",OEQZ0QbIbQo0NDOcIiI_aw,https://s3-media4.fl.yelpcdn.com/bphoto/5tLQEP5XZ8s-xeMj7kzD-Q/o.jpg,Splurge,$,4.5,11,[],https://www.yelp.com/biz/splurge-beverly-hills?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.40262,34.06763,POINT (-118.40262 34.06763),Beverly Hills,1,FALSE,9595 Wilshire Blvd,,,90212
2415,brighton-coffee-shop-beverly-hills,"['coffee', 'breakfast_brunch']",oedmWwu4MUJ6k4KKlQ_b8g,https://s3-media1.fl.yelpcdn.com/bphoto/8Ru4RdwbhvWmll2ldHKXCw/o.jpg,Brighton Coffee Shop,$$,3,218,[],https://www.yelp.com/biz/brighton-coffee-shop-beverly-hills?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4040552,34.0682934,POINT (-118.4040552 34.0682934),Beverly Hills,2,FALSE,9600 Brighton Way,,,90210
2416,everyday-cafe-beverly-hills,['coffee'],lQXqlX63JFAnOJstmbbdvA,https://s3-media3.fl.yelpcdn.com/bphoto/V2SPOmzKeRjnYpNQ4u0jbg/o.jpg,Everyday Cafe,$,4.5,14,[],https://www.yelp.com/biz/everyday-cafe-beverly-hills?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4048416,34.06945512,POINT (-118.404841572046 34.0694551169872),Beverly Hills,1,FALSE,434 N Camden Dr,,,90210
2417,aharon-coffee-and-roasting-beverly-hills,['coffeeroasteries'],PyhzErwCsWZTT4iNWDU93Q,https://s3-media1.fl.yelpcdn.com/bphoto/pXHCVrY04kOwQ15Tx2MOgw/o.jpg,Aharon Coffee & Roasting,$$,4.5,235,[],https://www.yelp.com/biz/aharon-coffee-and-roasting-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39943,34.0651349,POINT (-118.39943 34.0651349),Beverly Hills,2,FALSE,9467 Charleville Blvd,,,90212
2418,blue-bottle-coffee-beverly-hills,['coffee'],pE1d3vrsog0_EdXSS8DIcw,https://s3-media4.fl.yelpcdn.com/bphoto/sUDwoz5PwZP3vyM8L3v84Q/o.jpg,Blue Bottle Coffee,$$,4,97,[],https://www.yelp.com/biz/blue-bottle-coffee-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39872,34.06583,POINT (-118.39872 34.06583),Beverly Hills,2,TRUE,132 S Beverly Dr,,,90212
2419,urth-caffÃ©-beverly-hills-beverly-hills-2,"['coffee', 'sandwiches', 'desserts']",JRS5gRGwnrQ9R-_HxwRgjw,https://s3-media2.fl.yelpcdn.com/bphoto/otwBvx90-14jQIo6pJoHpg/o.jpg,Urth CaffÃ©-Beverly Hills,$$,4,2358,['delivery'],https://www.yelp.com/biz/urth-caff%C3%A9-beverly-hills-beverly-hills-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39943,34.06264,POINT (-118.39943 34.06264),Beverly Hills,2,FALSE,267 S Beverly Dr,,,90212
2422,the-coffee-bean-and-tea-leaf-beverly-hills-2,['coffee'],dyislnObJ75EA5ciGsMp0w,https://s3-media2.fl.yelpcdn.com/bphoto/RwqCbnzplVMHQ7pgsqWtjA/o.jpg,The Coffee Bean & Tea Leaf,$,4,119,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-beverly-hills-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39943,34.0638,POINT (-118.39943 34.0638),Beverly Hills,1,TRUE,233 S Beverly Dr,,,90212
2423,peets-coffee-beverly-hills,['coffee'],Gl7nososz24wpOFOAV7KbQ,https://s3-media4.fl.yelpcdn.com/bphoto/BDx624o-9FikTClkmJj2Gg/o.jpg,Peet's Coffee,$,4,108,[],https://www.yelp.com/biz/peets-coffee-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3987198,34.0629158,POINT (-118.398719787598 34.062915802002),Beverly Hills,1,TRUE,258 South Beverly Dr,,,90212
2424,starbucks-beverly-hills-8,['coffee'],jA1vkJIAl-YBcviz-hFjzg,https://s3-media3.fl.yelpcdn.com/bphoto/rpoAIDoDYqKJLAgWF6lUow/o.jpg,Starbucks,$,3.5,160,[],https://www.yelp.com/biz/starbucks-beverly-hills-8?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.389631,34.0595525,POINT (-118.389631 34.0595525),Beverly Hills,1,TRUE,9049 Olympic Blvd.,,,90211
2426,starbucks-beverly-hills-5,['coffee'],HANJNqDLgys2zG2KajxlIg,https://s3-media1.fl.yelpcdn.com/bphoto/PYcvV23Txu6OJcibeOWeZw/o.jpg,Starbucks,$,3,98,[],https://www.yelp.com/biz/starbucks-beverly-hills-5?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.398888,34.064842,POINT (-118.398888 34.064842),Beverly Hills,1,TRUE,202 South Beverly Drive,,,90212
2427,greendoor-powered-by-intelligentsia-beverly-hills-2,"['coffee', 'breakfast_brunch']",9tjXQcdbOFjvghztrm5RAA,https://s3-media2.fl.yelpcdn.com/bphoto/zd64TMS5W8dGslX6-8JkWw/o.jpg,GREENDOOR Powered by Intelligentsia,$,4,169,[],https://www.yelp.com/biz/greendoor-powered-by-intelligentsia-beverly-hills-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3837593,34.06236571,POINT (-118.383759292281 34.0623657121032),Beverly Hills,1,FALSE,295 S Robertson Blvd,,,90211
2428,annys-beverly-hills,"['coffee', 'juicebars']",mHVeltzud4u8V3Gt6a7vLA,https://s3-media4.fl.yelpcdn.com/bphoto/G8kurlLSWvDmqf-nP9p_Sg/o.jpg,Anny's,$,4.5,123,[],https://www.yelp.com/biz/annys-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3838196,34.06303787,POINT (-118.383819580078 34.0630378723145),Beverly Hills,1,FALSE,265 S Robertson Blvd,,,90211
2429,energie-cafe-beverly-hills,"['coffee', 'cafes', 'juicebars']",dkxk3eD3y8ZzCWbGiZSiew,https://s3-media3.fl.yelpcdn.com/bphoto/ZnEQd0w7uzGEKI_0QGcr3w/o.jpg,Energie Cafe,,5,1,[],https://www.yelp.com/biz/energie-cafe-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.38592,34.0667,POINT (-118.38592 34.0667),Beverly Hills,,FALSE,8900 Wilshire Blvd,,Beverly Hill Health Center,90211
2430,starbucks-beverly-hills-3,['coffee'],jj7Wu7AKzB5yVZC9N1mnpw,https://s3-media2.fl.yelpcdn.com/bphoto/wzFgmNp1hXF7W02ub8raCQ/o.jpg,Starbucks,$$,3.5,99,[],https://www.yelp.com/biz/starbucks-beverly-hills-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.376361,34.063606,POINT (-118.376361 34.063606),Beverly Hills,2,TRUE,257 S. La Cienega Blvd.,,,90211
2431,the-coffee-bean-and-tea-leaf-beverly-hills-3,['coffee'],iyht9aRzJFkOuj2B0v0i1A,https://s3-media3.fl.yelpcdn.com/bphoto/S4S_Apel2wMkuvFIgPE8ng/o.jpg,The Coffee Bean & Tea Leaf,$,3,70,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-beverly-hills-3?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.3727977,34.06416898,POINT (-118.372797664357 34.0641689770325),Beverly Hills,1,TRUE,8328 Wilshire Blvd,,,90211
2432,cappuccino-carts-by-cafe-amore-beverly-hills-2,"['coffee', 'catering']",yeuuana-cX8PElHTjQN_RQ,https://s3-media1.fl.yelpcdn.com/bphoto/KBDcmUuLUo2JcNjQHzpUrw/o.jpg,Cappuccino Carts by Cafe Amore,,5,1,[],https://www.yelp.com/biz/cappuccino-carts-by-cafe-amore-beverly-hills-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.38284,34.06469,POINT (-118.38284 34.06469),Beverly Hills,,FALSE,,,,90211
2433,la-colombe-coffee-beverly-hills,"['coffee', 'cafes']",w5ph_ujIxEMfWW39_mX4zg,https://s3-media2.fl.yelpcdn.com/bphoto/OzdDsfm0GCwRsFtg3urK3A/o.jpg,La Colombe Coffee,$,4.5,70,[],https://www.yelp.com/biz/la-colombe-coffee-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.405578,34.069581,POINT (-118.405578 34.069581),Beverly Hills,1,FALSE,9606 S Santa Monica Blvd,Ste 100-A,,90210
2434,alfred-coffee-beverly-hills-beverly-hills,['coffee'],EZaK4QN_7LbD52Zn9AM3Jg,https://s3-media1.fl.yelpcdn.com/bphoto/vE9sGCoSCOtvvJw0BZy_Fg/o.jpg,Alfred Coffee Beverly Hills,$$,3.5,134,[],https://www.yelp.com/biz/alfred-coffee-beverly-hills-beverly-hills?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4033986,34.0716013,POINT (-118.4033986 34.0716013),Beverly Hills,2,FALSE,490 N Beverly Dr,,,90210
2435,oro-caffÃ©-beverly-hills-2,"['coffee', 'bakeries']",abWOCYCzzCMrRjANYzA6EA,https://s3-media3.fl.yelpcdn.com/bphoto/6ruOMLtoTI2QWhX8nzCYeA/o.jpg,Oro CaffÃ©,$$$,4.5,43,[],https://www.yelp.com/biz/oro-caff%C3%A9-beverly-hills-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4050109,34.0703152,POINT (-118.4050109 34.0703152),Beverly Hills,3,FALSE,9559 S Santa Monica Blvd,,,90210
2436,euro-caffe-beverly-hills-3,"['coffee', 'italian', 'bakeries']",qb0xGEDIHGync6UEdVyW3Q,https://s3-media3.fl.yelpcdn.com/bphoto/it-GlOd8Cjkkz8Yq1E5cZA/o.jpg,Euro Caffe,$$,4.5,41,[],https://www.yelp.com/biz/euro-caffe-beverly-hills-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40171,34.07096,POINT (-118.40171 34.07096),Beverly Hills,2,FALSE,427 N Canon Dr,Ste 111,,90210
